1	"A"	"01"	"A01"	"71.699-765"
2	"A"	"02"	"A02"	"71.699-765"
3	"A"	"03"	"A03"	"71.699-765"
4	"A"	"04"	"A04"	"71.699-765"
5	"A"	"05"	"A05"	"71.699-765"
